ID	Plate	Number	Letter	Lattitude	Longitude	Continent	Elevation	Bio_1_T_annual_mean	Bio_2_T_diurnal_range_mean	Bio_3_T_isothermality	Bio_4_T_seasonality	Bio_5_T_warmest_month_max	Bio_6_T_coldest_month_min	Bio_7_T_annual_range	Bio_8_T_wettest_quarter_mean	Bio_9_T_driest_quarter_mean	Bio_10_T_warmest_quarter_mean	Bio_11_T_coldest_quarter_mean	Bio_12_P_annual	Bio_13_P_wettest_month	Bio_14_P_driest_month	Bio_15_P_seasonality	Bio_16_P_wettest_quarter	Bio_17_P_driest_quarter	Bio_18_P_warmest_quarter	Bio_19_P_coldest_quarter	Pop.name	Cat.Lat.Long
Ca3.6.2	10	8	E	34.034453	-118.432617	5	48.9	176	104	57	2848	270	88	182	145	208	215	143	357	78	0	98	217	4	9	205	Ca3	34.034453_-118.432617
Ca3.7.2	10	4	E	34.034453	-118.432617	5	48.9	176	104	57	2848	270	88	182	145	208	215	143	357	78	0	98	217	4	9	205	Ca3	34.034453_-118.432617
Ca3.8.1	10	6	F	34.034453	-118.432617	5	48.9	176	104	57	2848	270	88	182	145	208	215	143	357	78	0	98	217	4	9	205	Ca3	34.034453_-118.432617
Ca3.9.1	10	10	E	34.034453	-118.432617	5	48.9	176	104	57	2848	270	88	182	145	208	215	143	357	78	0	98	217	4	9	205	Ca3	34.034453_-118.432617
CABVZ2.2	31	9	G	33.798923	-118.397379	5	64.3	170	101	52	3266	274	81	193	135	207	216	135	402	83	0	92	222	5	11	222	CABVZ2	33.798923_-118.397379
CABVZ2.3	31	2	F	33.798923	-118.397379	5	64.3	170	101	52	3266	274	81	193	135	207	216	135	402	83	0	92	222	5	11	222	CABVZ2	33.798923_-118.397379
CABVZ2.5	31	5	B	33.798923	-118.397379	5	64.3	170	101	52	3266	274	81	193	135	207	216	135	402	83	0	92	222	5	11	222	CABVZ2	33.798923_-118.397379
CABVZ2.6	31	10	E	33.798923	-118.397379	5	64.3	170	101	52	3266	274	81	193	135	207	216	135	402	83	0	92	222	5	11	222	CABVZ2	33.798923_-118.397379
CABVZ2.7	31	4	H	33.798923	-118.397379	5	64.3	170	101	52	3266	274	81	193	135	207	216	135	402	83	0	92	222	5	11	222	CABVZ2	33.798923_-118.397379
CABVZ2.8	31	10	F	33.798923	-118.397379	5	64.3	170	101	52	3266	274	81	193	135	207	216	135	402	83	0	92	222	5	11	222	CABVZ2	33.798923_-118.397379
CABVZ4.1	31	9	D	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
CABVZ4.3	31	8	E	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
CABVZ4.4	31	7	H	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
CABVZ4.5	31	9	C	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
CABVZ4.6	31	1	C	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
CABVZ4.7	31	9	B	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
CABVZ4.8	31	8	H	33.77748	-118.313305	5	94	176	102	52	3175	277	84	193	142	212	220	140	344	74	0	94	197	4	9	194	CABVZ2	33.77748_-118.313305
Ca2.11.1	9	7	D	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca2.13.2	9	5	A	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca2.4.2	9	11	C	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca2.5.1	9	9	D	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca2.6.2	9	8	D	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca2.8.2	9	10	D	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca2.9.2	9	6	D	33.394759	-117.46582	5	213.4	164	119	54	3642	277	57	220	125	207	215	122	319	60	2	84	172	9	15	163	Ca2	33.394759_-117.46582
Ca1.10.1	9	3	B	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.11.1	9	2	B	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.12.2	9	1	B	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.13.2	9	10	A	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.2.1	9	2	A	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.3.2	9	4	A	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
CA1.30.1	10	9	H	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.4.1	9	3	A	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.6.2	9	1	A	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Ca1.9.2	9	4	B	32.731841	-117.004395	5	111.6	175	119	54	3442	288	69	219	137	215	223	135	283	55	1	86	156	5	9	141	Ca1	32.731841_-117.004395
Bd26.1	15	12	G	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
BD26.12	31	4	C	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
BD26.15	31	6	B	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
BD26.16	31	1	D	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
BD26.3	31	5	G	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
BD26.6	31	6	C	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
BD26.7	31	8	F	-33.797409	-58.249512	6	57.8	169	106	44	4491	296	60	236	193	119	228	111	896	96	53	19	266	174	246	179	Bd26	-33.797409_-58.249512
Bsta24.2	6	5	D	28.188111	-17.197316	9	229.9	191	68	45	2671	276	126	150	169	220	228	160	338	72	0	86	191	3	8	131	Bsta24	28.188111_-17.197316
ABR113	10	12	H	38.782993	-9.250488	1	186.9	152	76	41	3776	253	71	182	113	197	202	105	817	128	4	65	368	33	35	348	ABR113	38.782993_-9.250488
ref-Hgenome	10	12	H	38.782993	-9.250488	1	186.9	152	76	41	3776	253	71	182	113	197	202	105	817	128	4	65	368	33	35	348	RefH	38.782993_-9.250488
Ba6.4	16	4	F	38.671997	-7.020081	1	232.3	166	115	39	5866	334	46	288	102	242	243	94	539	75	4	54	212	33	34	202	Ba	38.671997_-7.020081
Ba6.6	16	4	G	38.671997	-7.020081	1	232.3	166	115	39	5866	334	46	288	102	242	243	94	539	75	4	54	212	33	34	202	Ba	38.671997_-7.020081
Leo3.1	12	5	A	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.2	12	5	B	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.3	12	5	C	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.4	12	5	D	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.5	12	5	E	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.6	12	5	F	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.7	12	5	G	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Leo3.8	12	5	H	38.0144	-6.52065	1	555.4	155	113	38	6109	326	33	293	89	234	236	80	628	87	4	56	251	30	34	238	Leo3	38.0144_-6.52065
Roj.1	13	4	A	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.2	13	4	B	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.3	13	4	C	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.4	13	4	D	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.5	13	4	E	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.6	13	4	F	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.7	13	4	G	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Roj.8	13	4	H	38.00467	-6.50832	1	451.6	159	113	38	6108	330	37	293	93	239	240	85	601	84	3	57	241	27	32	228	Roj	38.00467_-6.50832
Leo4.1	12	6	A	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.1.2	12	6	A	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.2	12	6	B	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.3	12	6	C	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.4	12	6	D	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.5	12	6	E	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.6	12	6	F	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.7	12	6	G	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo4.8	12	6	H	38.01082	-6.46135	1	538.9	150	114	38	6158	324	28	296	84	231	233	76	655	90	4	56	261	32	36	249	Leo4	38.01082_-6.46135
Leo2.1	12	4	A	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.2	12	4	B	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.3	12	4	C	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.4	12	4	D	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.5	12	4	E	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.6	12	4	F	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.7	12	4	G	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo2.8	12	4	H	38.00846	-6.44078	1	643.6	146	114	38	6178	321	24	297	81	228	229	72	682	93	4	57	271	33	37	259	Leo2	38.00846_-6.44078
Leo1.1	12	3	A	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.2	12	3	B	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.3	12	3	C	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.4	12	3	D	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.5	12	3	E	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.6	12	3	F	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.7	12	3	G	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Leo1.8	12	3	H	38.00483	-6.37373	1	538.7	154	115	38	6198	330	30	300	87	235	236	79	642	88	4	56	255	31	35	243	Leo1	38.00483_-6.37373
Bd20.1	15	12	A	31.54109	-6.240234	3	3094.2	67	165	41	7323	291	-102	393	-11	166	166	-19	604	76	14	43	215	53	69	196	Bd20	31.54109_-6.240234
BD20.14	31	7	B	31.54109	-6.240234	3	3094.2	67	165	41	7323	291	-102	393	-11	166	166	-19	604	76	14	43	215	53	69	196	Bd20	31.54109_-6.240234
BD20.15	31	6	D	31.54109	-6.240234	3	3094.2	67	165	41	7323	291	-102	393	-11	166	166	-19	604	76	14	43	215	53	69	196	Bd20	31.54109_-6.240234
BD20.5	31	5	D	31.54109	-6.240234	3	3094.2	67	165	41	7323	291	-102	393	-11	166	166	-19	604	76	14	43	215	53	69	196	Bd20	31.54109_-6.240234
BD20.6	31	12	F	31.54109	-6.240234	3	3094.2	67	165	41	7323	291	-102	393	-11	166	166	-19	604	76	14	43	215	53	69	196	Bd20	31.54109_-6.240234
Vej.1	13	8	A	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.2	13	8	B	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.3	13	8	C	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.4	13	8	D	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.5	13	8	E	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.6	13	8	F	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.7	13	8	G	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Vej.8	13	8	H	36.30094	-5.94986	1	104.5	170	75	37	4413	276	76	200	125	225	229	115	761	130	1	71	343	15	24	330	Vej	36.30094_-5.94986
Csj.1	11	9	A	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.2	11	9	B	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.3	11	9	C	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.4	11	9	D	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.5	11	9	E	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.6	11	9	F	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.7	11	9	G	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Csj.8	11	9	H	36.95885	-5.89048	1	35.1	176	94	37	5451	316	66	250	117	246	249	109	620	95	1	66	268	17	23	250	Csj	36.95885_-5.89048
Tah.1	13	6	A	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.2	13	6	B	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.3	13	6	C	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.4	13	6	D	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.5	13	6	E	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.6	13	6	F	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.7	13	6	G	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Tah.8	13	6	H	36.18292	-5.783	1	18.1	172	76	39	4067	272	81	191	129	223	226	121	823	142	0	74	381	15	22	371	Tah	36.18292_-5.783
Fac.1	11	11	A	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.2	11	11	B	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.3	11	11	C	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.4	11	11	D	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.5	11	11	E	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.6	11	11	F	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.7	11	11	G	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Fac.8	11	11	H	36.13154	-5.6974	1	171.5	167	81	40	4178	274	72	202	125	220	223	115	866	148	1	75	406	15	23	401	Fac	36.13154_-5.6974
Vil.1	13	9	A	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.2	13	9	B	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.3	13	9	C	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.4	13	9	D	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.5	13	9	E	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.6	13	9	F	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.7	13	9	G	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Vil.8	13	9	H	36.85459	-5.67623	1	110.4	173	94	38	5256	311	66	245	117	240	243	109	671	107	1	68	299	17	23	280	Vil	36.85459_-5.67623
Lpn2.1	12	9	A	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.2	12	9	B	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.3	12	9	C	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.4	12	9	D	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.5	12	9	E	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.6	12	9	F	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.7	12	9	G	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
Lpn2.8	12	9	H	36.05441	-5.6553	1	7.6	169	80.5	40	4083	274	75	199	127.5	220.5	223.5	118	859	148	0.5	75.5	406	14.5	22	401.5	Lpn2	36.05441_-5.6553
